text,sentiment
@IdRatherBeSki @siriuslyheather They follow me,neutral
forgot to wish sister happy birthday yesterday.,sadness
Peeps! Me blackberry messenger is kwijt..  no pinging :p,neutral
@Gennargh I also have a brain tumor called Jeffery.,happiness
@cripchick that sounds foreboding...,enthusiasm
I'm grounded til tomorrow. Sorry to anyone I made plans with.  It'll have to be tomorrow. (annoyed) http://plurk.com/p/x332r,neutral
@JessMcFlyxxx yeaahh; punch her!  haha. xx,fun
"@podipada Munch away, my dear Watson, Munch away",neutral
Eating ice cream at swensens,neutral
Just spent the evening at a gala for her high school drama company's 20th anniversary. Lots of memories,happiness
@HelenH20 ugh! Tis so warm outside too  unfair! I want to go read and pack!,worry
"Lucky Charms, FTW",neutral
@idlemichael I will watch that at some point. Have it on hd but Stace also wants to see it in hd so waiting,fun
@IamTam not having your lights on concerns me! Lol! Stay safe!,happiness
"@MarkMayhew True - to each his own  I would let my sis do what she wanted. Work or I'd help her. Up to her, really.",surprise
I'm off for tonight good night everyone,neutral
ordered my new shirt,happiness
ouch  epic bruise between my toes and a lump just under my ankle  bad times,sadness
@runhipporun just took the Terminator trilogy :-D but what I need is actually TV series and I still can't find anything tempting,surprise
@JoeJonas1Fan1 haha yay for crust  (i tend to be a little weird when im super bored lol),fun
@SticknYOU if you were down the road from me you can bet i would be right there  #MMOT,neutral
@kedge0417 is work next door sucking again,worry
it's too beautiful to stay inside,happiness
@themaguire maybe one day I can be on your favorite producers list  lol,fun
god opened the clouds and said i hate you josh,sadness
Wishing I could kidnap @candrews from work,hate
"I had a new work picture taken today, hated it, it looks too much like me http://bit.ly/PHjUR",hate
.... So I always get left out,sadness
@WParenthetical   G'night!,neutral
This already feels like one of those days where I just won't be able to win.,worry
@cassetetapes  shareeee.,happiness
super hungry... Dominos or martabak... both tempting and fattening,worry
"@Wolfie_Rankin And until soy beans have TEETS, soy &quot;milk&quot; *is not milk*.",worry
@bronte_saurus Oh. Hrmmm in that case I have no idea. And I only just realised you're talking about THAT bike! Solly,surprise
Sweet! When are they going to be publicly available?,neutral
"Good thing is: They have a computer. Bad thing is: It blocks ALL VIDJAGAME SITES! Yes, even VGTribune.com is blocked!",surprise
@msluce oh! i love that as well!! all of MCR songs are great!  and happy star wars day to yaa xD,love
@memunish looks same in Noida too,empty
Clambering about in crashed cars. Hilarious fun,fun
this is absurd ! I feel like a dipping in the pool real quick . its too bad i dont have a poool,empty
I have turned into a fast food whore,neutral
@MateRiaLGirL1 I won't b hereeeeee. Imma b in georgia  and then I'm off to LA. Grrrrrr!,worry
Happy Mothers Day. Havent got mom a present yet? Print off an Amazon Gift Card for her!  http://snipurl.com/hq0n1,love
is playing with Windows 7 RC,neutral
I feel like shit cause I couldnt sleep last night and went to sleep at 320 n bk up at 6  soooo tired!!!,worry
@DHughesy ME! oh wait wrong state,sadness
in communications class,neutral
havin friends over hangin out with christian tonight!!  gonna roast marshmellows and chocolate and cramcrackers.!?!?!,happiness
@Moss1982 bad times?,worry
"@mrskutcher A man loves his sweetheart the most, his wife the best, but his mother the longest. Happy Mother's Day",love
"@babblingbrookie Try being in AZ again brooke, Omg you cant even be outside for less than a minute before getting your neck burned.",worry
@Curren$y_Spitta Was caught in traffic around the Howlin Wolf for about 30mins. I was wondering WTH was going on.....musta been nice!,sadness
@saamanthajaane :o exams. YUCK    that will be hectic!,worry
@RedCapHiFi Ahhhh....  The the wonderful 8-Track adaptor.,neutral
@RoTone u suck! had i went to jail i couldnt tweet anymore,hate
@sarahbellum Your not alone,enthusiasm
@crazy_people sure is,happiness
Really tired JAKe always gives me more work,worry
I am the queen of losing things. Important things like keycards and bus passes.,neutral
Twitter has spoiled all the fun. Frustratingly slow!!  couldnt even bid properly!,worry
"@jussinen I've just gone back on and can't see anything too obvious. Who knows, but off to the Apple store today anyway",neutral
Just spent more than 45 minutes looking at the Aud,worry
it's raining..,sadness
@WerewolfSeth YES!!,happiness
Ah! Just remembered some (hopefully good) news is coming (hopefully soon) from someone I know... once again may the *happydance* commence,relief
Eurgh.. Revision.. Who invented History?,neutral
is really enjoying my weekend soooo much  hope u all are .,happiness
@KiiDCaM89 I can't make it. My manager switched my schedule so I'm closing,neutral
@DarynJones Your youtube account is down.,sadness
"@PeachyPictures oh dear, I take back my request.... I get so drunk on fizz!! And I def do regret it the next day, sure fired hangover",sadness
@dholbach Sounds good. &quot;This patch was brought to you by ...&quot;,worry
haha I'm bored! I think I'll go watch a movie  BBL,neutral
@heatherjacobs indeed! we are trying to get it in the Trending topics for the fun of it  all Some Twilighters idea!,fun
@jeffsgrippen yeah it's great!! always something interesting going on,happiness
@NikkiPilkington Mr Tweet I think,neutral
"@aussiecynic Blow me away it IS raining harder here. Yay you, well done",surprise
@koifusionpdx i was so close to the tacos...one spot too late,neutral
@bexiclepop cambs will be better im sure! eeeeeeeeee under a week now  we meeting on the Sunday?,relief
So @jtimberlake is on SNL tonight! it's going to be a HILARIOUS,happiness
"Wish we had a garden so we could have a bbq tonight...  might set up a lounge bbq type thing, that'll work. #fridayfirehazzard",sadness
@jambomb oh that looks boring  and even more boring you have an exam on a saturday,boredom
Happy Mother's Day!,happiness
"is filling out FMLA forms, soccer &amp; t-ball forms and working, of course.",neutral
@jennifalconer thought it was rubbish  twins are cute tho!,happiness
ups ketauan cabut sama @gemamalove @chikachilo nih,neutral
"Ps Brian just announced his message title, &quot;what is in you will flow from you&quot; My friend replied &quot;cheescake??&quot; Ha!",happiness
Finally get to lay down for a bit i have a major headache,relief
@mannyishere awww hes too cute!!wish i could've gone,sadness
Anyone want to buy me this anthropomorphic planter called Domsai by Matteo Cibic? http://tinyurl.com/m6sru3 Only available till the 31st,neutral
"@mizzannabel im not a supermodel, i still eat mcdonalds baby thats just me!  xxx",empty
and this terrible cartoon that's supposed to be mexican.,hate
@chaselongbeach at least she doesnt try to violently hump you like my (female) dog does,neutral
"I told Taylor I wanted to punch a baby, because I'm in so much pain and her response was &quot;what baby?&quot;. I love my family.",neutral
No more chairs   http://twitpic.com/67mnz,neutral
@chikidracula303 good and you? jeje,neutral
@AQuietMadness You don't think they will catch them? God yeah can you imagine how they're feeling,worry
"@ocean29 lolzz @ public script, wait  - n- watch",surprise
had fun at chel's with nicole and cried watching benjamin button   exciting night i must say,happiness
http://tr.im/kXCL 'Immigrant hid passport in pants' What a genius.,fun
"TGIF I don't like 12 hour workdays  I need to stand up, run around 4 a while.... too much sitting!!! Plus, I have honest ade tea 2day! YAY",hate
trying to work...,neutral
Taco Bell With The Tramp!Yesssssir,happiness
@reenna96 My long lost friend!,love
@YoGottiKOM when u gonna come show minnesota some love though hun?!,relief
"#BGT Quite an awkward moment, poor girl  I hope she doesn't loose it again.",worry
"Apple is also rotten in the center, just my luck",hate
"@mangamaniac  The Wilshire.  (it is where I stayed last year, too",neutral
i feel super sick,sadness
waiting to go to the movies later for my 6th month. booored.,boredom
@JackieShimamoto i love cobra starship!!  thanks for the suggestion!,happiness
@anisalovesu it was apparently a request by the guests,neutral
@DestriDoll sorry I didn't message you yet... I couldn't get my thoughts straight. But tomorrow I'll try  goodnight,sadness
@stevenbward I was just at Geno's 3hrs ago.  Would have went to Pats but the Neon Lights got me lol.  Had drinks at South Philly Bar too,neutral
disappointed! I forgot to tweet something really inappropriate @graphicphantom yelled in whole foods yesterday &amp; now I can't remember it.,sadness
"I am soooo hungry. But waiting for bf to get home, he has car trouble and is waiting for the mechanic to help him...",sadness
Meeting my best friend first thing in the morning to the gym! Omg I am still so shocked. I hope you will get better soon,worry
"Yay, my train is late... It starts here but it's 15 mins late arriving from London in the first place",worry
iono...I guess I'm getting off now. L8r twits,worry
"Gah, I'm jittery and upset for absolutely NO reason...",sadness
"@Mossyy Not a problem,  Glad to!",happiness
@FlittyGadabout I'm not a hobo.,hate
It's agreed if i find out who this girl was I'll punch her from everybody  xxx,hate
R.I.P little bird that flew into my window snapping his neck,worry
We're dealing with Overactive Let-Down right now.   http://bit.ly/9ydHU,fun
Have to go to the dreaded DMV tomorrow,sadness
@grungeheart_ - hey there.    How was your day?,neutral
@DeAnnLR :::just got it cut yesterday  http://twitpic.com/66ncy,empty
So deep its priecing my soul,boredom
My mind is playing tricks or me!...or could it be? Either way this ish is on my mind heavy and in sleepy,sadness
@__Parasite__ haha im always turned off by coontails...so it kinda kills me XD i like the spikes though,surprise
I love being able to run my tongue along my teeth,love
RIP kelly  fucccccck,sadness
want food too,happiness
"Changing to work,.",neutral
@ToxicSociopath awww. well before we know it youll be back visiting XD we will hang out constantly and have another heartbreaking goodbye,happiness
my first moms day as a mom  now im off to long island to see my mommy  &lt;33 HAPPY MOTHERS DAY!!,fun
"A lovely weekend away at Kits Coty, now relaxed and well rested and ready for the week ahead.  Back on NNC in two weeks",love
loven the rs ftw pvp is bac,happiness
"haha moms back today from a weekend away , her first words, ' whys the house so dirty?' i love life ..",relief
@kellywilliams4 On what..,neutral
@CarlosPoulet Are you a night owl or what? Always on here as the same time as myself  Enjoy your scifi show.,worry
@katehughes What were you doing up at that time??,neutral
@TaylorRumsey You are welcome.,surprise
@Aligonzalez43 its ok. im juz curious,worry
@kidb thanks again for coming out to support us  you rock!,happiness
Countdown to launch! June 2nd is oh so temptingly close ... If only my lovely puter weren't so faaaaar away,love
@__loss good god woman! Get some sleep!!! I'll call/text when I'm in the city.,worry
"New chic just texted me saying &quot;Thanks for the e-mail&quot; but didn't answer to my question, might need to look for newer chic now",worry
@brgd oh cool you are coming to berlin    ! ! !,happiness
I'm on Twitter now... how cool am I? and now let's go to McDo,surprise
@mcraddictal okay,neutral
Editing all the photos I took at my brothers soccer game. He's got a lot of work to do as a coach.,neutral
@PaulMcGwinn i could really fancy a nap right now but i am at work at 7am and i feel that if i nap now i am wasting my evening,worry
"Aww, I love my daddy! He works 7 days a week almost all day and still tries to go to SF with all of us",love
@websiteowner Thanks though - am trying to be positive!!  Wine may not be helping lol!!  Wish I could make the gigs.....,worry
Hairdye patch test has just smeared all over my WHITE duvet cover  fucking cunts. &lt;3,hate
happy mothers day.,love
"@Jamie_127 good morning  one m,ore day YAY! #TwitterTakeover",happiness
@bingofuel My lil' old Mac did the same thing...and it was never to charge again.,neutral
"Just cross 'cause I'm stuck twiddling my thumbs now, ugh",sadness
@marcihearts I will be sending it to you when I get my first check if I make enough lol I have only worked like 8 hours so far,happiness
"@tlockemy I do too, but not heavy rain, which we've had 4 more than a wk.",worry
"Just updated my To-Do List (notepad, need something else?) with Flickr and downloads. Internet being slow and sluggish",worry
it's beeen onee year,empty
THiNKiNG 0f HiM  &lt;3,sadness
"Ok grey/cold day in LA, listening to PJ Harvey, Jenny Lewis, Cat Power..I see a pattern here.",sadness
@sumtxkid loved our lil tent-side jam session/mosh pit!!! EDGEFESSSSSST!!!,love
"@JonathanRKnight Poor Jon, I feel for you dude   Eat some chocolate, that'll make you feel better, oh &amp; some ice cream - YUM!!!",worry
It has come to my attention from a 16yo friend that I've recently gained a TON of weight. He didn't know it was me.,worry
@TrIsHa87 dan humphires is the most adorable human being ever   i &lt;3 &lt;3 &lt;3 him,love
@nick_carter Wish me happy birthday? my eyes are tearing,worry
I just had a horrible dream.,worry
"@qatesiuradewyo I would cry a little. Wait...no I mean, the mechanical army would be -so- pleased to have proper representation. X-me!",worry
@pegbanditkitty absolutely nothin,neutral
I miss laughing till my stomache hurts,neutral
Can you tell that *Someone* has been reading Knowledge of the Holy by A.W. Tozer?    All his work should be required reading.,love
Was supposeddd to hang out with al but her mommy wont let her  now what to dooo? Blah. Hahaha,happiness
@dougiemcfly Hi Dougie I'm your fan from Thailand. I'm Film 'Luv ur song so much,empty
Cold day :/ Studing all day long to the tests tomorrow,empty
@nita49 A big ginger and white male cat and a little female tortoiseshell. Both indoor cats and rule the house,happiness
Aww I got to see my 1st grade teacher's last day before she retired,love
@itsQ LMAO... Smh!  that one threw me off.,happiness
Had a great talk with Tony this afternoon... we're going to give it another go,happiness
@RopeMarks You're gonna wear pink outfits??? I assume she bought it for you,surprise
i can't wait till tomorrow. just because its a new day,neutral
NCP no longer has job placement,worry
@Donnette i am fine. just having a headache for days now,neutral
Don't remember installing phpMyAdmin on this dev machine but happy to type host/phpmyadmin &amp; find it there!  (didn't use xampp) #senility,relief
MY SiSTER iN LAW JUST LEFT FOR HER PROM!! SHE LOOKED SOO PRETTY.. TEARS ALL AROUND,fun
@Strabismus I try to ignore..just noticing new M.O.'s . I LOVE Sonic drinks. Cherry limeade mmm,sadness
"They had a site, then a blog, now they have the worst zoning/concept of the year - Heaven.fr, tell meh it's a fake",neutral
I'm having a problem with my photo here in twitter amf!!!...can't see my face!,sadness
@allysonrobinson ...as well as bell hooks Teaching to Transgress.  Sometimes I miss teaching &amp; messing with bad system.,sadness
@hihat7 Go to main settings page for iPhone and scroll down - you will see it,surprise
@dannywood Good Morning! Hope that you enjoy your run &amp; gym workout this morning. Can't wait to hear some of your new songs.   &lt;3Pennie,happiness
@flyingnutcase That just means you were not trying hard enought,neutral
wowowee willie of fortune is just making me depressed  damn love.,sadness
@ajandtjsmommy im sorry,worry
@angryfeet Ooh that is good... will wait a little bit to see how the money/job situation goes but thanks for that,relief
@RachelLock22 ohh thursday i have exams.. all day  what about wednesday ?,sadness
It's Just So Audioo.,neutral
i know when Alexx's debut in Big Butt Magazine comes out...because she loves me,love
"@JessiJaeJoplin did you get them from california vintage? ahahah they have the BEST dresses, i want them but i dont have ebay",fun
@Annaeeee yeah I m so happy for them that they should moved on and out there partying I m so happy,relief
well Sunday the weather looks great gone take my bike to visite my mom on her day,happiness
@quinland    Lmao Yes its on the 27th  I get so excited lol,happiness
"Yea, someone is getting the best of me.",surprise
"@iamkeshia happy birthday keshia, keshia, bo beshia",happiness
@BrodyJenner if u watch the hills in london u will realise what tourture it is because were weeks and weeks late  i just watch itonlinelol,sadness
@only1kcj guess its a no go girlie. I'm still at the gym and work at 6:30am,neutral
Stressed out fro work and having a drink,neutral
"Just booked my tickets for London on thursday, i'm so exicted",happiness
wo coffiees to go pleaz!!,love
"Okay, the man with the hook for a hand is kinda freaking me out right now.",worry
@rdelizo35 nothing just trying to keep up with a 9 week old kitten LOL.  She's full of piss and vinegar this morning.,love
"@MelShay - u aint lost me, i'm right here",worry
@tiffanyq swimming and tanning was heaven! i blasted music while tanning and was in my own world.,happiness
@elephantgravy my new lens isn't working. It worked for a bit and now gives an fEE error,worry
@DreamingMyth why not?,worry
Done some positive affirmation now back to the Japanese yay for bank holiday Monday,happiness
family bbq today &amp; my fave cousin comes too,happiness
"@aquabh i'm not sure what stracchino is, but it sounds good.",surprise
@KrissyJill fuck.  It's only in Canada right now.,hate
Very lonely here in Gosforth gallery  but excited for meal at Six followed by Antony and the Johnsons tonight. Woohoo!!,happiness
"GoodMorning. My Father's going balistic, and I'd say more but I'd rather not get beat, so Have a Good Day, and please text me",happiness
ooo how i love a bank holiday  x,happiness
@MissLaSheenaJ yes I am....I have r more hours to go,neutral
"ahh, juz got a new Rapidshare account that lasts till Oct 09. 10gb download limit daily",happiness
@kaOz I love the smell of procrastination in the morning... oder so.,love
Watching Sex &amp; The City at my brothers soccer game. I have totally defited the purpose of coming.. Hehe,happiness
Bonjour Twitterland !,neutral
@JammyRabbins i wish you were playing at MY prom,neutral
@niteskolar Now you only have 2 hours to sleep...  - Rest if you need it.,worry
@derekcody oh ok. Well good for you...can I get some weather updates instead??  jk.,neutral
"@tymrichardson the movie Tym... So sad, I was crying non-stop.",sadness
@lesleyroy haha! nice! Have fun doll! Hopefully I'll see ya soon! I miss ur face!,fun
"@tommcfly &quot;We never want to lose the fans that got us here!&quot; Thank you for saying that  Wish you and the others a nice day, greets",love
OK guess I need to do actual work now.  How long until 5 pm? Oh no. I may have to ditch early.,worry
"My tooth is bloody killing, not sure I can wait until next week to get it fixed",sadness
Walking to work on a gloriously sunny day. Going to be a good weekend in which I will burn as always even with suncream on  #fb,fun
i dont like funerals,sadness
lol good times in the journalism back room...everyone else thinks we're weird now,happiness
"I was just watching some cartoons as I haven't in years when I was eating my breakfast, the programs have changed",worry
"@Jaisaphira I agree, however I can't sell  until I'm a full brick &amp; motar store...  soon though hopefully",worry
The computers and the Ethernet at school are so slow!,worry
@louhhh Thanks,worry
Happy #StarWarsDay. May the 4th be with you!  From everyone @dxs_paintball,happiness
needs 1000 words for 502 part 2 .... then freedom ..... until another few assignments and exams,neutral
"@sendsome2me haha, yeah. Twitter has many uses. For me it's just to know what the ppl i care about are doing",neutral
is working.   I am so happy my job is a radio and not anything physically exhausting....,relief
I can't fucking concentrate with this damn heat!  Cooler is so not doing it's job.,sadness
@brianiwama amen to that brotha!,happiness
@esoterismo My Dad told me music that has the power to heal the soul. Sure is true of yours,worry
Dang I just realized how bad my eyes have gotten,worry
"@MissXu Nope  Not that I have to worry about the possibility. I'm more worried about GOOG's design than her personal taste, actually.",worry
"Happy Mother's Day to all the amazing women who put up with us crazy, demanding children. Thank you.  Very very much.",love
Happy Mother's Day everyone,love
"@jordanlyn  Can we turn back time, make it so you didn't hurt your knee so bad.. :'( and then you can come to mine and never be ignored??",neutral
makin tea an its stressin me out,neutral
@bggrice home now and added a few more Grice's to my list,neutral
Grabbing coffee from @dunkindonuts then making mom breakfast,neutral
@sammythewizzy Oki! Great. All the best!,happiness
Ok peeps...I'm not crazy...I was twittering 2 someone but had no idea how 2 direct msg from my cell! Blonde moment!,worry
@LMStellaPR Must have been the night for it. We had a nightmare evening too. You still sick too? Never gonna get well w/out sleep!,worry
just chilling out in my room on the computer,worry
"@dermaesthetix I empathise luvvie, I dont personally understand a grown mans need to dress in tartan in search for a little white ball",worry
@elijahr26 Hey thanks for following  Love the name Elijah thats what im going to name my Son,love
@yargman i havent seen you all week,love
"recovering from a hard day of homeschooling my dd, chemistry did NOT go well...",sadness
"Im free at last, tomorrow I get to remember what Sundays look like",relief
"@Cynthia2478 he's not gay Lol. He's a riot definitely, but not at nkotb concert. I want 2b a smitten girl with no distractions that night",neutral
"chillin, wish i was with my pals in il",worry
I REALLY wish I was spoiled!,worry
i cant find my keys,sadness
@Twinnikkib too late  I'm already on the bus goin home  what the he'll u talkin about drinkin tea????,worry
@richa_august84 hahahaha now that is a spooky wish babes  how about a lifetime supply of shoes with matching bags and constant weight?,neutral
@HeadHardHat  Sorry to read about your layoff.  I'll keep you in my thoughts.,worry
looking forward to coffee and driving tomorrow. really,fun
Morning.. Coffee and fresh air,love
now cassidy is butcking that i am bitching lol cant ever win,hate
Had a pretty good day. Let's see how the night goes. ;-) oh I have to work all day tomorrow no picnic for me,sadness
@JoeJacobi Following them all... You're creating a little flock of paddling Twitterers...,neutral
@whitepaws_husky Thank you!  And I hope karma beats those fuckers into the ground.,enthusiasm
"come on, leave Gretel alone now  I liked her doing the #Logies",neutral
@LilEmoBoi warm and wet  spent the day carpet cleaning the yacht,sadness
@simonusher fancy Sunday lunch in The Albion before the game?,neutral
My hair looks really bad  First thing I'm doing is washing it when I get home.,worry
Got a bad headache,sadness
At minibar... listening to politics  maybe some tech starups soon?,neutral
cant sleep  so tired! goodnight... maybe :/,sadness
wish he could that would b better,worry
@Pokinatcha  in all honesty...pain   blech.,sadness
"@colbertobsessed  I was lucky, my mom paid for everything for me. I'll take you shopping!",happiness
@avweije76 yep  but I'm going better now,neutral
it seems my phone is dying!  boo!,worry
"GoodMorning, Hope Everyone Has A Beautiful Day Today  x",love
"@ddlovato Good to hear you're bck!! don't let stupid rumours put u down! as long as ur fans r behind you, you got nothing to worry bout  x",relief
@countrygirls86 dude i tried!! it wouldn't load!,worry
Buongiorno !!! woke up and of for my Italian lunch,happiness
"enjoying listening to the rain fall as I prepare for a conference call at work.... a meeting later today, then to relax tonight",love
@dudboi Well there's nothing to do but to keep swimming. You'll get there eventually,neutral
Low profile tires suck! They won't have my size in until monday,sadness
@DavidArchie the script are amaaazing! Rusty halo and i'm yours are my favourites,worry
"@curioustwibbit Makes sense, I'd totally show off a girlfriend by asking her to wear her high school prom dress",neutral
@ColtraneCurtis no way,neutral
getting ready for school hopfully today is a good day,neutral
@lucashardy how are you gonna get them? I got bitten,worry
Just found out that one of my coworkers in St. Paul (who I actually know and talk to) got laid off. This blows.,worry
"@linnraz home for 4 months  or less. depending on how fast i get bored, hahs.",fun
another friday night with nothing to do ...boyfriend works until 1am,sadness
@claudiuvoicu supposed to be back Sun (via private jet btw#!:o) but mite hav to stay bymyself (thnk god) for another week  &amp; want Bruno!,neutral
@davidismyangel is enough time!! (if i get into VIP!) but i know that doesn't make up for it  at least they'll have each other!,sadness
@Keiyaunna I normally dnt sleep until like 6  cud never sleep at night n ur entertainment,worry
okie gonna tweet more because i am loosing you guys or girls,fun
@polyap POL! Is this song from a new album? I am really missing out on UdD!,sadness
@canadian_diva yeah I know! other than youtube rip I don't know how to keep it.,worry
@selin162 SELIN-It-To-the-Highest-Bidder!! HEYYYYY MAMA!,fun
"@JustDes As it is now, my body has already developed a mind of it's own but that mind refuses to co-operate with set schedules",worry
"@lisamh77 Concord &amp; Irvine, CA only. That's it for '09.",neutral
@Dublins98Dave @doneganland has tickets.......?,surprise
@jimmycarr Yup is ace film tho,neutral
"Goood Dayy  Beeen shopping, didn't get what I wanted though  But my best friend has comeeee homeeee!! XD Ily Shannii x",love
really wants to go see AI tonight.,love
@socilover awww...busy day for you then! I have to get my Big Mac ass outta here...Work beckons  I'll talk to you later.,worry
Is off to London,worry
@IDrive_Online When will the maintanance end? I would like to backup some stuff.,worry
@lauralalahh I'm so sorry!! I hope she's ok  xxx,worry
Got back from helping my sis with stuff for my niece's 1st birthday. I saw a PSP/DS lite car charger in Toy Kingdom SM for only P250!!,surprise
via @cornellfinch: Found #geocache Head's Up! http://coord.info/gc1ret6. Probably my only find of the day.  http://bit.ly/JS3S4,happiness
Exams are so stressful,neutral
Want: To play Sacred 2... Reality: Spend all day at the hosp...,worry
@N3H4 thats maddd ass bullshit dammit i feel baddd boooo powerpoint piece of shitttt,worry
"@CyberSleeper Awww man that does suck big time  But look at it this way, it gives you something to look forward too, a nice long ride",happiness
"Twitter question: should I go to my brothers 1st soccer game of the season? OR, Should I stay warmed up in bed? 2 minutes to reply!!",neutral
"@agrinavich This is late, but I was actually in the spelling bee back in the day. I got eliminated in state finals though.",neutral
@lisa_graham yerrrr sameee haha its the way he plays edward i thinkk mmmm,love
changed my picture on my profile in friendster,fun
"happy mothers day, love u mom",love
@fallenstar_ I got 71! That's more than I'm following... I feel special now,happiness
"@xstaylor LOL!  Considering the recent debate on DL, I'm not touching the bad boy thing.  I like the logical ones.",happiness
@fmulder21 why not?,neutral
ano pa bang aasahan ko sa iyo? you never fail to FAIL me.,relief
"getting ready... omgosh, so nervous",worry
"@Kikirowr Aww, why not?",worry
@blathering lucky e went!  jealous!,worry
BORED.  would love someone to talk to.,boredom
"@RizzoTees LOL, point at yourself and laugh!",happiness
Gotta love nasty weatherrrrr. @kileyymariee so jealous ur at knotts,happiness
@djpayce i wanna play  golf,neutral
Bout to knock out. Feelin a lil sick  peace y'all,worry
net .. net .. net ..  hmm. bad weather .. weird summer!,surprise
"BGT was just amazing tonight, and threee amazing acts got sent home",fun
@AutismInsights laundry instead of sitting here. that darn laundry keeps mocking me.,worry
"At the apartment, nothin to do, a little hungry  http://myloc.me/Fim",sadness
cleaning and packing,empty
@KashiMae Thanks Kashi! I was thinking the other day about how mad I am for doing myself a disservice by not taking 1 of ur classes.,happiness
@evanmcbroom I'm sure Mayor Brainard will be thrilled to hear that you're a fan.,happiness
@MrAhrenSean lol! ok ok it is a little absurd... lol but my mini and open toe heels won't make it in this weather,happiness
I need to get some shut eye... But I just can't let's try 1 more time. Ta Ta Twitterworld,neutral
im the only ho that didnt go to tigerheat tonite,sadness
@thatglamchick ok.... tx  it's so worth the wait! lol...***,worry
Had a fantastic day with an amazing girl! Just wish Sara didn't have to go home.  #fb,love
"@antwanduncan ew, tongue kiss",neutral
@SimplyKia o iight we gonna miss you tonight,sadness
Firefly...That's Nathan Fillion as in @NathanFillion,neutral
@KimmiMcFly Ah lol okay. Thanks,worry
@jtimberlake Lovin' your performance on snl tonight... so damn funny!!!,love
"I BET BLACK PLANET, LOL, I DIDNT HAVE A PROBLEM WITH IT, BUT SHE WAS UGLY.",hate
@chaoszac *fretful look* Okay. But I think it's mumbling something. It's a bit muffled under the hat but it sounds like &quot;I need Lactose&quot;.,neutral
@kelcouch I'm sorry  at least it's Friday?,sadness
"@blankdeluxe  no i havent got mine yet, did u get yours?",worry
I like @catep36 already  (new follower to join in midst of zombies mayhem),happiness
"Dad's retelling his saskatoon m&amp;g story, love hearing what the guys said to him  I never heard any of it",neutral
My tummy hurts  go away cramps! I hate chuu!!!!,sadness
God i'm so sleepy today I can barely focus,neutral
@CraftedClay  most name brands have dairy even if it's called 'semi-sweet' or 'dark'.  I'll try to get some in the HelloVeggies Store!,fun
"Pretty amazing weekend so far  but its bedtime ,, I'm exhausted ! Mothers day tomorrow  nighty night",love
@snuffleupagous I really wish I could convince Brandon to move somewhere like that. All he wants to do is move to Lexington.,neutral
"listening to @hardqueen after last nights Up from the Underground screening, awesome job @latapia",happiness
"alkaline trio was sweet, saves the day sucked.  but i had a great time anyways.  it was awesome seeing everybody and hangin out",happiness
"Fatigue settling in, but gotta power through! Awesome seats again tonight. I'm pretty lucky. Life ain't too bad...",happiness
@whit3boy nah will didn't tell diego so we at some donminican spot getting fucked up,hate
@SquishT77 So sorry to hear about your mum.,worry
"@JamieLynnMB i had my son when i was 16.he's now 10..and twins at 19,age doesnt matter! there are worse parents out there that are older!",worry
@willem138 What happened to Dave?,neutral
Spending QT with the hubby,happiness
@Faerie27 did you put a spoon in it?,neutral
Well just left six flags. Didn't get to ride what i wanted to. Bummer.   maybe next time.,worry
@Teseract86 If I got paid by the hour I could retire by now  do you have xBox live? I am thinking Rock Band,sadness
today has been the longest day EVER! going to sleep.. beach bound tomorrow  good night twitter,neutral
@Wossy @juleskaos good show ... And the killers rock ... But they cut em short,sadness
"Follow Friday is such a burden for me, because I want to add everyone, and I always forget people.",worry
Late night...finally home.,relief
sport-day with charlotte,neutral
ah good idea. library seems to work  thats why i'm not there obviously.,neutral
@rockchick0125 yup!  Now I can join in on the nin access fun!,anger
"Note to self: Omelets are better when made with butter, not olive oil.  Also, @laurendanyelle doesn't like my cooking *spits in a napkin*",relief
went swimming with the fam for over 2 hours! we're a little toasty,happiness
@LivLaughLove7 u didn't hit me up,surprise
but worth it i spose,happiness
@donttrythis Something like that happened to me once: We closed the side door too hard and the engine locked up,worry
"Trying to got through my 3,000 + unread e-mail messages. Looks like this what I'll be doing for the rest of the evening.",neutral
R is going to be mad :/ Science of Sleep is missing and it's due back! I didn't even get to watch it!,sadness
@enterbelladonna hah i knew i didnt have a chance,neutral
is surfin'..,neutral
"@headgeek666 watched the standard dvd 3d version, no blu in UK yet, 3d effect was best I have seen on home system yet, titties in 3d",happiness
@sarahphymn Or FTRH -- For The Ride Home,neutral
dam i missed hollyoaks 2nite!,sadness
@ cayogial i wanted to come to BZ this summer :/ not so sure anymore... a teacher's life in the summer SUCKS,hate
"@KnightOnline booooo, at least give us what the mantanence is for? we've waited this long, can we have hints clues or full detail pls?",sadness
"It's beautiful outside. The sun is shining, the birds are singing and I? I'm studying  Wish it were already vacation.",worry
@margotrobbie oh that makes sense! Well you are officially my first @reply from a celebrity!!,enthusiasm
"@MsKnitSox thanks amy, its full of hotness",happiness
@AntonKiselev Congrat on 4AM. I do it every day since one month.,love
@chrisreinhard screenshots? can't give you any other kind of preview - you'd need VPN access  ...ya wanna?,neutral
"We picked up Boston Legal season 5, enjoying it now.  No matter how offensive Denny can be, I love Denny Crane!  He is a riot.",love
FC is finally up again. it's about time. i hate that this keeps happening,neutral
